FM	88.3M	KSRG JPR Classics & News	Mount Baldy
FM	88.7M	KYSO Air 1	Cave Junction
FM	89.1M	KSMF JPR Rhythm & News	Mount Baldy
FM	89.5M	KSKQ Community Radio	Ashland, Table Mountain
FM	89.7M	K209CP Rejoice Radio	Mount Baldy
FM	90.1M	KSOR JPR Classics & News	King Mountain
FM	90.7M	K214BO Family Radio	Mount Baldy
FM	91.1M	K216DR K-Love	Roxy Ann Peak
FM	91.7M	KDOV The Dove	Phoenix
FM	92.1M	K221ED The Dove	Johns Peak
FM	92.5M	KLAD Country Giant	Klamath Falls, Skutel Mountain
FM	93.1M	K226CY Kiss FM	Grants Pass, Granite Hill
FM	93.3M	K227AA Hits	Mount Baldy
FM	93.7M	KTMT Joy 	
FM	94.1M	K231CW Community Radio	Roxy Ann Peak
FM	94.3M	KSHD K-Shady Radio	Shady Cove
FM	94.7M	KRRM Country	Rogue River, Fielder Mountain
FM	95.1M	K236CI The Wolf Classic Country	Mount Baldy
FM	95.7M	KBOY Classic Rock	Gold Hill, Nugget Butte
FM	96.1M	K241CA The Game	Mount Baldy
FM	96.5M	K243AF K-Love 90s	Roxy Ann Peak
FM	96.9M	KROG The Rogue	Grants Pass Peak + Johns Peak
FM	97.3M	K247AQ CSN Radio	Ashland, Mount Ashland
FM	97.7M	KORJ The Breeze	Butte Falls
FM	98.1M	K251AX KLDR	Roxy Ann Peak
FM	98.3M	KLDR	Grants Pass Peak
FM	98.9M	KRVC Hot 98.9	Ashland, Mount Ashland
FM	99.5M	K258DB NewsRadio	Mount Baldy
FM	100.3M	KRWQ	Gold Hill, Nugget Butte
FM	100.7M	K264CA Kool 103.5	Rogue River, Fielder Mountain
FM	101.1M	KLMD K-Love  	
FM	101.5M	K268GF K-Love	Mount Baldy
FM	101.9M	KCMX Lite	Mount Baldy
FM	102.3M	K272FC JPR	Talent
FM	102.7M	KCNA The Drive	Cave Junction, Eight Dollar Mountain, Mount Baldy
FM	103.1M	K276FP	Jacksonville
FM	103.5M	KLDZ Kool	Jacksonville
FM	104.3M	K282AY Kool	Mount Baldy
FM	104.7M	K284AE The Wolf	Mount Baldy
FM	105.1M	KAKT The Wolf  	
FM	105.5M	K288CP The Valley	Mount Baldy
FM	105.9M	K290AF The Valley	Rogue River, Fielder Mountain
FM	106.3M	KYVL The Valley	Roxy Ann Peak
FM	106.7M	KMED News Talk	Mount Baldy
FM	107.1M	K296BS CSN Radio	Gold Hill, Blackwell Hill
FM	107.5M	KIFS Kiss FM	Mount Baldy
FM	107.9M	K300BE The Dove	Talent
AM	580K	KTMT The Game	Ashland, 528 Reiten Dr
AM	610K	KRTA La Gran D	3245 Dry Creek Rd
AM	700K	KGRV Christian Radio	Winston
AM	880K	KCMX NewsRadio	Phoenix Hillcrest Rd
AM	930K	KAGI JPR News & Information	Grants Pass, Roguelea Ln
AM	960K	KLAD ESPN Klamath Falls	Klamath Falls
AM	1120K	KPNW NewsRadio	Eugene, OR, S Hideaway Hills Rd
AM	1150K	KAGO News Talk	Klamath Falls
AM	1230K	KSJK JPR News & Information	Talent
AM	1270K	KAJO	Grants Pass, Roguelea Ln
AM	1300K	KAPL	Phoenix, Campbell Rd
AM	1400K	KFJL 3ABN Radio	Mason Way
AM	1440K	KMED News Talk	Phoenix Hillcrest Rd
AM	1610K	KNNH639 Hwy Advisory Radio	Ashland, I-5 at Milepost 16
AM	1700K	WQBA734 Ashland Radio	Ashland, 455 Siskiyou Blvd
VHF	155.805M	SAR ORN/NAT
VHF	155.167500M	SAR YEL
VHF	155.812500M	SAR GRN
VHF	155.152500M	SAR PUR
VHF	155.797500M	SAR BRN
VHF	155.175000M	MT.A SK
VHF	155.430000M	SO 2ND
VHF	155.610000M	SO DISP
VHF	150.875000M	MT A P1
VHF	150.905000M	MT A P2
VHF	154.540000M	MT A OP
VHF	154.455M	MED FIRE
VHF	156.210M	MPD
VHF	155.010M	APD PRI
GMRS	462.5625M	CH 1
GMRS	462.5875M	CH 2
GMRS	462.6125M	CH 3
GMRS	462.6375M	CH 4
GMRS	462.6625M	CH 5
GMRS	462.6875M	CH 6
GMRS	462.7125M	CH 7
GMRS	467.5625M	CH 8
GMRS	467.5875M	CH 9
GMRS	467.6125M	CH 10
GMRS	467.6375M	CH 11
GMRS	467.6625M	CH 12
GMRS	467.6875M	CH 13
GMRS	467.7125M	CH 14
GMRS	462.5500M	CH 15
GMRS	462.5750M	CH 16
GMRS	462.6000M	CH 17
GMRS	462.6250M	CH 18
GMRS	462.6500M	CH 19
GMRS	462.6750M	CH 20
GMRS	462.7000M	CH 21
GMRS	462.7250M	CH 22
GMRS	467.5500M	CH 15R
GMRS	467.5750M	CH 16R
GMRS	467.6000M	CH 17R
GMRS	467.6250M	CH 18R
GMRS	467.6500M	CH 19R
GMRS	467.6750M	CH 20R
GMRS	467.7000M	CH 21R
GMRS	467.7250M	CH 22R

